k,c,success_count,fail_count,avg_min_length,avg_max_force
14689.8807663,812.011004039,30,970,0.336277649017,6665.26700801
29789.7101758,746.72571814,996,4,0.35617118996,6660.37421023
28557.8847279,1459.04993897,66,934,0.399913574307,11959.3297395
13871.0340798,1197.37975163,0,1000,0.371284092678,9500.218523
18740.4009938,676.983309547,631,369,0.331389638812,5665.67857986
6717.82080878,1262.74823805,0,1000,0.360003281229,9783.42893503
7065.44165279,694.01564304,0,1000,0.290768942042,5387.30421059
27472.5206439,820.520616024,893,107,0.360520586273,7051.99701657
10696.0603674,1195.47888874,0,1000,0.365096429088,9399.26589125
21683.7599966,1466.38718827,1,999,0.396161676047,11706.3701201
11385.3370207,114.598778609,48,952,0.149503355936,4076.80099772
6731.35758829,464.998612986,8,992,0.233851510994,3587.47140081
16956.3824877,1443.75712781,0,1000,0.389738485164,11485.1862007
13055.3874954,1354.14043601,0,1000,0.379788864056,10701.129498
16858.4027182,275.32699679,539,461,0.251751454432,4561.75443663
17150.3875393,259.539282967,464,536,0.249335949329,4635.42949092
18019.2034863,1388.4160562,0,1000,0.387977561214,11138.9915356
8915.96091013,963.099621175,0,1000,0.338287428661,7573.51657248
7770.19897673,161.229875679,70,930,0.124718823399,3087.50771467
7375.29245336,937.944209459,0,1000,0.329549825848,7298.89896772
18752.2985078,626.390043814,784,216,0.326316267056,5255.55150884
9092.09496349,644.113919981,4,996,0.293925448484,5055.36183005
28207.9384106,483.30783451,887,113,0.325341392655,5854.9144064
17401.1959077,1046.37518739,15,985,0.365377310915,8508.9192491
29810.3850792,117.80084475,0,1000,0.258565692778,7271.17145246
12923.0619467,1040.03690858,0,1000,0.355899357796,8365.46208724
11460.7904051,1330.9761174,0,1000,0.375975641106,10488.227244
20901.7690705,861.623213088,346,654,0.354969868653,7179.41787176
29459.9319847,409.48872493,543,457,0.316554225941,6082.17351145
18945.3305731,1147.46866528,9,991,0.374345779496,9321.10034714
6346.45532617,352.832438025,115,885,0.194536418582,2779.11485204
23829.6833398,548.083770007,1000,0,0.325324819089,5425.19930408
18488.905667,477.063815989,954,46,0.301752976118,4700.72882609
7698.59284841,1119.12604963,0,1000,0.35085551645,8695.7314294
7296.77215525,1059.41722155,0,1000,0.342202620013,8273.79043593
17209.8532401,1451.18164256,0,1000,0.390287572012,11581.4179417
13559.5908333,310.946549361,714,286,0.242951281303,3983.77009592
23954.6251934,678.783030441,962,38,0.341513791094,5912.19251366
20298.5125926,1140.7932954,20,980,0.375036567409,9420.05483057
8789.23429272,248.30299863,365,635,0.184328654619,3132.65278107
19429.3195328,231.259689472,233,767,0.250786029815,5111.40712584
15845.0128043,1327.99381821,0,1000,0.381417379164,10670.9921132
18951.0582752,325.18744106,669,331,0.273317586275,4790.39904034
23542.801468,1236.45310332,54,946,0.38556795888,10069.6746505
11947.552436,1334.03108209,0,1000,0.37727067778,10466.1393736
26995.4121823,371.535410671,513,487,0.306786000104,5794.21789509
12773.2232877,1020.58443635,0,1000,0.355597126263,8111.36886848
25377.9595772,1139.28726986,182,818,0.381236511688,9492.1368527
22197.1026877,960.969543192,218,782,0.363654934029,8116.15942523
18467.3916315,625.363863049,712,288,0.322189309621,5327.01311764
26201.1946889,833.822840121,785,215,0.360048033219,7118.39204483
25817.011659,1275.94958042,83,917,0.389617753973,10482.5849904
23738.6370741,115.444262336,1,999,0.232658895715,6421.69712217
21959.4706232,1162.14694915,31,969,0.379727722103,9467.73837065
26049.259406,1158.77052449,216,784,0.382913192058,9629.82289999
17551.2552615,758.446668328,297,703,0.338941335985,6243.35303157
14634.3970763,274.599684308,700,300,0.240913550058,4178.13943337
24509.9942952,1000.71124547,351,649,0.371166071083,8371.1762834
8445.57255502,404.092737716,256,744,0.23499052263,3256.72887071
5046.99708319,1028.25880375,0,1000,0.328011050294,7971.61744481
5726.7844456,349.721620179,58,942,0.183289369987,2698.58502126
9532.98200944,333.639165728,444,556,0.222258468541,3274.69220748
15058.1781013,642.743035851,366,634,0.318429843795,5226.5819961
17752.7428586,1323.96745598,2,998,0.384182566442,10636.4359679
7603.43386364,1112.76667204,0,1000,0.348747577817,8718.40606284
22573.5860339,415.614260131,888,112,0.30396222565,5162.5660298
17164.9415675,173.925546041,125,875,0.224378832273,4896.58743546
20053.6411605,939.116553205,153,847,0.360702142077,7755.57832135
13052.7001225,132.105936058,98,902,0.178493538279,4303.08113042
8724.99349805,991.086920606,0,1000,0.341136043036,7775.2821463
23648.1301401,1073.58191169,189,811,0.374431567863,8924.11470672
10246.0498451,1474.75686765,0,1000,0.382866101407,11510.1437473
18007.4144488,1255.18293057,2,998,0.380170879006,10136.8495695
8059.41904166,622.847637119,0,1000,0.282780332284,4891.41706278
10896.4399646,1129.70784988,0,1000,0.358375767855,9004.69182562
6563.55565542,619.990810129,0,1000,0.27246374838,4785.0542792
24164.7129991,1221.91368347,75,925,0.385015167941,10108.1261008
12486.0877703,1127.06216047,0,1000,0.363106253277,8932.0780759
20938.8315248,342.872099788,649,351,0.282600528974,5089.66086181
9456.31173664,794.632935964,0,1000,0.318814964491,6270.65135124
29778.160723,1060.2757798,575,425,0.380745540221,8981.34284836
23499.6595978,1146.10742791,93,907,0.379632792142,9454.87731491
10073.4091817,1430.43785631,0,1000,0.379451233281,11170.8952137
29491.167868,891.769953365,860,140,0.368395232596,7665.19259204
22506.29904,331.411755846,514,486,0.287296566983,5276.6211918
19661.9773809,920.134205146,144,856,0.358758562149,7577.95513831
28240.4231706,1076.73887484,465,535,0.380131793573,9058.32322985
6403.40264736,1195.61471194,0,1000,0.353431955088,9222.22377686
10638.5332336,1293.81922408,0,1000,0.372090686453,10153.1327714
16543.320491,627.679823437,612,388,0.321100687756,5122.24559298
15879.5100171,773.268398936,107,893,0.335007765542,6369.99696592
22650.475187,1412.29461712,5,995,0.394084505667,11404.6321496
6246.05072826,983.638911691,0,1000,0.328277870873,7691.23879927
27734.7547334,1365.47865938,84,916,0.394833103962,11286.1292224
5175.72997446,1192.29828883,0,1000,0.347119394837,9252.49344529
10630.5925196,180.192352708,315,685,0.174373105207,3655.97398395
14970.9007431,283.889173776,700,300,0.242806252396,4261.02681189
16801.5108203,1391.67228091,0,1000,0.387854106338,10986.7809859
12068.6423631,118.763683117,55,945,0.163430440443,4150.83852177
5907.19064047,162.432871731,9,991,0.0873348304626,2621.88383982
11890.3084277,486.007793799,460,540,0.278232836143,3976.83947395
29370.8663227,1201.97724557,356,644,0.389032024222,9992.60064891
15722.1720668,619.689928503,496,504,0.316060287739,5091.29509094
11703.4755238,1282.70521067,0,1000,0.372446915553,10183.6243732
26327.2405991,318.934523708,310,690,0.294606327089,5854.35752343
20492.4859355,165.100823633,42,958,0.239050506568,5492.65896847
13648.0112056,886.789988556,3,997,0.344248017741,7113.89805565
24296.4432436,541.265330963,999,1,0.325566050582,5461.31375657
10919.6078154,220.994447425,477,523,0.197480681524,3580.18216828
18708.0144758,1125.42822776,14,986,0.372653517925,9170.42742958
27053.3902731,279.183493915,202,798,0.288993859115,6061.08853575
25696.7094509,650.826991469,1000,0,0.342247557113,5858.05559239
20610.6361029,1202.79822666,17,983,0.380098018856,9820.25891413
29488.7710839,792.273575119,982,18,0.360298824014,6948.38195158
23128.8932837,302.951095896,374,626,0.282186795803,5455.70953709
13456.5776433,367.666977522,756,244,0.258582569115,3929.30914356
28675.8997022,532.178236602,962,38,0.332894062918,5903.5835812
9575.38624963,1454.29864904,0,1000,0.380007205811,11364.4029813
23000.2010669,130.849222876,3,997,0.239104463216,6094.02187183
7221.00610991,685.185914653,0,1000,0.288988919113,5369.27261389
18627.6381123,1057.25574908,24,976,0.366300309281,8721.1729916
10685.2374,1472.72355727,0,1000,0.382020133036,11608.698625
18563.6451347,665.569028399,613,387,0.328774565465,5604.24436465
18720.966414,1208.37997843,1,999,0.376844426351,9938.2093244
10653.6762805,958.060224857,0,1000,0.342149717068,7634.23038243
15715.7636986,1285.68621474,0,1000,0.379561510893,10202.6291443
21604.6978321,297.343470024,371,629,0.27565113977,5255.92169344
7439.06272615,402.526635581,139,861,0.225542193183,3135.44918882
16504.0565981,1306.78167251,0,1000,0.381687161643,10477.4295114
12264.6890508,1148.99719425,0,1000,0.363921919004,9141.42830618
7798.39805742,1201.75818812,0,1000,0.358510184075,9290.59201516
29451.545454,598.36272726,995,5,0.340420765184,6118.8151095
17431.3983181,1211.5856006,0,1000,0.377268605636,9724.68772466
26803.3925878,575.68846766,997,3,0.33534427493,5750.47043695
23960.6253252,862.786867477,566,434,0.359543705348,7283.43717955
5448.64201056,1155.75075346,0,1000,0.34464137857,8972.67776049
21490.7340826,276.755289102,339,661,0.27267022233,5245.25173358
11387.3336526,326.267733199,602,398,0.235219779356,3576.53369353
19004.5563193,1425.29314038,1,999,0.390130731047,11505.4684026
18949.5185621,1151.02131087,10,990,0.375080139165,9341.1028648
7353.79780099,873.51906035,0,1000,0.319212000324,6889.39347844
12060.7724361,581.128460972,191,809,0.295934290644,4692.1149357
24958.6047005,647.019709776,994,6,0.341072658056,5756.23889597
16292.4204595,620.705730223,530,470,0.317198226684,5134.56563954
7335.19921534,656.333951454,0,1000,0.286650725776,5066.3980454
9890.23185198,717.501013047,2,998,0.310927945784,5624.99249305
7350.90260116,361.412612276,217,783,0.212374045253,2935.665776
23937.0470633,599.339364423,996,4,0.332733715552,5529.24261421
12808.727443,487.01836169,574,426,0.283721985046,4048.95098989
9896.02022802,999.744519479,0,1000,0.343924468514,7928.29855066
18004.7631539,1355.74110157,1,999,0.386469583401,10843.7853051
18945.5046836,726.644118042,488,512,0.337206745833,6086.26247062
20336.8283955,332.448036063,640,360,0.280507618573,4969.68623762
27429.6586292,608.341026027,1000,0,0.338821195645,5923.15243724
17676.2776053,336.39588244,819,181,0.271168933776,4577.8952115
5834.59013958,937.357687856,0,1000,0.321436961929,7266.93955667
23315.8809313,609.170367675,991,9,0.331957738341,5544.95054331
12829.0498126,1248.52851394,0,1000,0.372223486634,9948.97736751
29193.8969913,1218.03058451,276,724,0.388246086002,10281.2634119
7941.099606,1299.6235072,0,1000,0.365679157803,10128.3042031
12991.6707619,1135.62246317,0,1000,0.362867925643,9157.82441245
17133.974468,1483.78238113,0,1000,0.391775037235,11812.0602086
23129.6387552,271.407457576,266,734,0.276893629068,5499.56358277
29926.9539209,552.215676542,976,24,0.336839615745,6069.94131446
21403.3505741,1471.69544497,0,1000,0.395882956016,11788.4973157
22171.524861,281.757038559,332,668,0.274388902439,5371.97928016
5734.1038641,230.242676377,87,913,0.128523382279,2477.85492161
10243.823828,1252.14182185,0,1000,0.367843014541,9817.90019409
29336.4347304,630.637978555,1000,0,0.343969082571,6151.29881336
12412.2444311,571.576702516,248,752,0.296143967731,4615.80575631
7768.71103293,1385.49119573,0,1000,0.372043942222,10768.612671
29701.6392201,1163.41537991,408,592,0.38685524443,9760.75841116
21291.6979509,1361.81440699,3,997,0.390770824426,10973.5227534
11358.0495734,539.685112015,228,772,0.285536452446,4327.94063604
26995.5478552,1246.95714519,149,851,0.388938437982,10309.4611009
11108.4984754,835.608885314,0,1000,0.329722810857,6685.7069941
7179.48682738,258.120492193,231,769,0.164562451289,2821.15226194
15502.9681828,1106.70842383,1,999,0.366453523609,8885.47344383
23491.7825411,1367.50382073,11,989,0.3925499024,11085.1782083
20344.4354117,367.764582958,819,181,0.287610259656,4926.20675593
19431.2433876,709.707637064,578,422,0.336398765461,5936.56812004
25154.8970062,1133.29676923,178,822,0.380495613276,9421.20603704
11349.3719032,1281.23225636,0,1000,0.372359752436,10075.3130298
23482.3684169,143.561838774,7,993,0.243620143121,6131.050305
12872.989601,248.881213913,595,405,0.2206536979,3929.60859158
22041.7371094,105.343994769,0,1000,0.223736944827,6153.64090202
21382.0603156,333.98480882,568,432,0.283624807236,5129.8686058
6816.77187116,1488.43965538,0,1000,0.377184073699,11423.9946937
13509.5022028,207.909220222,417,583,0.21234598536,4124.88047045
10388.2467474,1312.94112298,0,1000,0.371858037418,10387.4189378
6712.63527715,604.528950347,0,1000,0.27077822974,4667.00143634
15207.6585655,1168.41741243,0,1000,0.370780832277,9341.6761532
27590.1959693,1162.9482229,314,686,0.385300343004,9627.18182811
25184.9006627,425.868403451,794,206,0.310893540952,5516.87031863
27471.1847414,182.731448231,17,983,0.266427664522,6583.40907506
26855.6680129,1011.07596307,457,543,0.373701250517,8588.09666635
9227.02689283,100.263762227,23,977,0.118108226473,3592.775856
14487.5725769,645.663138096,294,706,0.318111182952,5202.17367351
14540.2985163,417.422531462,804,196,0.276125846622,4111.41972676
15319.0281567,280.388202464,716,284,0.246853494721,4272.5599905
16976.7516509,1223.29606977,0,1000,0.376924075197,9843.25400342
15536.1009427,125.200129438,24,976,0.191953250768,4880.87122372
29156.08525,138.04501743,1,999,0.261081580141,7064.66313466
22692.2082485,278.435541175,278,722,0.274280544341,5487.06024415
25650.9761682,1461.88684688,13,987,0.399109687418,11791.1344397
25986.522896,1079.04152289,307,693,0.378391264148,9007.64006226
20533.6123773,1474.51816444,0,1000,0.394674779886,11863.0403297
20705.952766,882.858729227,282,718,0.356028198103,7402.26558586
20877.2275916,845.746246623,343,657,0.352365788984,7138.31194642
10461.0795755,729.779096465,2,998,0.313241623552,5841.96367922
6708.52339094,268.346118225,221,779,0.163750024494,2706.89826329
6153.08915406,468.642099978,1,999,0.230374804632,3589.8731306
12095.7112328,894.039087002,0,1000,0.339376446947,7157.85224065
6856.02188924,1254.34872942,0,1000,0.358243643278,9880.27535272
23256.1536162,416.892091654,863,137,0.304393165278,5291.13949118
6612.28176467,938.331617285,0,1000,0.324968399271,7308.1933168
26931.543957,1328.13524023,94,906,0.393064307344,10948.2381368
13510.1460432,562.571208583,437,563,0.299747469306,4562.92337888
20654.4044508,1484.63970755,0,1000,0.396395119131,11807.0844343
25953.804611,843.843131212,765,235,0.360959844914,7186.74175912
15729.5647906,499.406478487,799,201,0.295564136773,4446.07245574
24729.0210868,474.88733875,953,47,0.316174323554,5480.84193628
21470.6268611,902.689085248,305,695,0.359482020166,7515.29342672
10505.632451,453.230146013,399,601,0.263514791833,3684.59002021
23439.1438269,783.724483158,704,296,0.351036881848,6701.3622568
5816.14186585,835.335653678,0,1000,0.307066797582,6460.29422587
6617.1721848,1315.97210107,0,1000,0.362716503718,10273.5513087
5628.54890462,1438.15428164,0,1000,0.369805188661,11093.0886336
7055.17657701,1072.23064143,0,1000,0.343353918653,8316.78156467
16610.8308397,1374.94721362,0,1000,0.385723372858,10949.761993
13520.3924368,292.533283281,719,281,0.238256256071,3981.81741614
9264.54780066,330.754547345,447,553,0.220136695525,3206.21131536
16131.1527297,1427.35164837,0,1000,0.388048931327,11324.1685411
20990.1390941,1204.32317015,20,980,0.381384744092,9786.29123186
8292.33610253,1046.99690918,0,1000,0.344143418415,8222.56030546
24668.7583543,427.858222543,825,175,0.308545307247,5497.18289661
11566.8909557,1459.07268307,0,1000,0.384976830868,11334.5829927
16822.4283366,480.196272193,882,118,0.296430133806,4519.39354068
11723.9735712,1477.37643557,0,1000,0.38493864897,11587.183171
27287.0004659,669.760674585,1000,0,0.345913239354,6069.05096685
5994.14920179,104.08944752,0,1000,0.0481824982439,2790.12086188
27684.5042433,945.700349207,646,354,0.369779574487,8081.85757567
16741.0442401,434.399327588,920,80,0.28850660429,4425.63006376
16824.2836344,730.651427005,293,707,0.333479085955,6039.75311341
16743.5940378,971.527572785,16,984,0.357824902687,7889.51394384
16857.2105845,726.455400012,314,686,0.333610302368,5959.2695299
18425.1873737,927.214417674,74,926,0.356976694995,7604.6720084
6237.42138971,1295.79040185,0,1000,0.360006116666,10077.6101911
26098.115406,1266.64390203,106,894,0.389823950779,10403.7415876
16571.2987628,498.871226644,854,146,0.299820475896,4508.9313225
10462.7459471,713.953884766,4,996,0.311637370622,5657.61969058
6109.69425466,655.51558596,0,1000,0.276318652206,5071.36713655
25417.0545062,488.950900665,964,36,0.321533009372,5513.20874629
25455.1667942,498.387221275,976,24,0.32254490091,5535.08724129
26996.5669929,844.239253402,825,175,0.361492132818,7255.86370011
5741.7055247,904.691374188,0,1000,0.316825334063,6994.40818686
6121.33909542,1045.58829351,0,1000,0.336841338702,8064.97555547
28235.667486,730.835828788,998,2,0.353741589516,6431.52895635
14746.808788,331.285514958,794,206,0.255216260381,4156.88031168
27056.4637765,1121.80443411,315,685,0.38152641972,9395.83892682
11454.3313156,1039.32020861,0,1000,0.352853510704,8225.13979405
12418.190876,1044.45100018,0,1000,0.355429094084,8350.1838819
28850.8281994,1105.8009202,438,562,0.381968341556,9354.69259229
26572.012594,1109.9508331,277,723,0.379932895323,9353.21982247
22939.3032394,102.945384358,0,1000,0.229352297834,6269.04620139
6013.96841963,1261.42258364,0,1000,0.356556860824,9814.38437054
11417.3557894,1320.23681743,0,1000,0.37479342042,10450.3542621
25008.8718928,1031.40893978,349,651,0.375690520027,8529.41903157
7307.11980472,1027.73031556,0,1000,0.339131595809,8032.65640163
18739.5913213,934.850126637,95,905,0.358289726776,7679.13035977
15105.9932906,1360.44978002,0,1000,0.3822350964,10903.2338261
23746.2689841,549.513538115,1000,0,0.326600341014,5376.603119
21152.4044156,677.745450176,814,186,0.335631917854,5783.7019191
27200.9766053,1005.03012555,496,504,0.374604494088,8486.29095278
17553.8402063,938.169367246,53,947,0.355519879867,7718.73165354
7893.44010475,294.419853503,326,674,0.192479804824,2939.55687533
9296.21191505,316.050184438,407,593,0.211307273197,3253.79589797
23524.5312059,993.027930337,300,700,0.369531767348,8297.11982889
25725.4432262,841.988140825,751,249,0.359510712151,7212.41774319
25500.3157325,1487.76852557,13,987,0.400493353611,11976.5165723
18312.3174975,1072.83532136,14,986,0.368850216953,8707.20788823
7109.80953699,728.394298631,0,1000,0.29929077081,5611.95297211
27753.3659202,659.116252048,1000,0,0.346086508204,6055.36935194
10401.2842392,1231.23168554,0,1000,0.366657319503,9654.47906297
25418.0800806,753.250898905,909,91,0.351289080423,6510.84649885
14684.8146341,194.338369722,283,717,0.2139970906,4409.01579653
15097.4464989,1292.57773062,0,1000,0.37892255345,10297.5779564
18563.3592044,208.660503882,184,816,0.241373480561,5027.8718047
19757.1386641,1306.43948639,1,999,0.385388818933,10536.8159859
14605.9905353,416.790746903,809,191,0.277198917949,4096.23711735
19481.6587438,730.17269763,545,455,0.339730294464,6066.18162542
7471.84051219,1163.09143446,0,1000,0.352665290637,9148.95734183
5307.7426901,1345.51284352,0,1000,0.360862939764,10475.7847226
5685.50774363,618.07327087,0,1000,0.265118022473,4734.46273226
18145.31504,650.163917334,656,344,0.326151896545,5430.17193017
9140.70875365,816.353939922,0,1000,0.320088052817,6447.27612745
6119.46112094,1004.03671474,0,1000,0.331368427721,7794.53153245
28666.1109046,1166.66954487,306,694,0.385277390109,9871.15826477
17930.9844751,575.676363664,821,179,0.314821252844,4946.92966863
5167.75970951,630.474388391,0,1000,0.260450214307,4872.57138966
24793.006557,640.22430798,998,2,0.338107823511,5801.54560548
7531.4978342,934.384379204,0,1000,0.329191678652,7317.54900628
18277.1335985,1285.99528958,0,1000,0.382350940349,10315.9412116
19505.5379207,1278.41270918,1,999,0.383966280972,10328.6557105
7631.47967899,883.563819989,0,1000,0.323665446159,6890.58796622
29300.6314217,334.303630368,279,721,0.30308386818,6244.94360015
29436.3029896,419.881454781,582,418,0.318955611046,6032.27220967
8394.72618049,844.677779895,0,1000,0.322169221216,6621.24779986
10221.6018378,239.023091723,450,550,0.194458669488,3448.55570335
15353.755732,1395.89226126,0,1000,0.38527848599,11093.4299861
12830.1564151,653.607980866,123,877,0.312044214044,5246.32778842
17196.279995,305.886595384,677,323,0.260204715581,4578.40141835
25887.0060387,282.066889155,242,758,0.286955119342,5871.84425403
14370.0892988,618.555772156,336,664,0.310406226084,5070.78319111
16103.1927511,763.608991364,149,851,0.33460030507,6277.54182804
18634.5278985,1492.8011594,0,1000,0.394200445872,11926.4249101
20171.9335134,223.482391745,192,808,0.253079551156,5231.13270541
5773.44114188,312.218015721,104,896,0.169894082093,2559.48263473
24338.4723117,1459.03902183,9,991,0.397356923858,11841.4760346
16946.9611449,1472.15258925,0,1000,0.39071370719,11724.5686525
9208.42382907,845.16054205,0,1000,0.325815619886,6618.88590701
25963.7304234,445.670395407,862,138,0.316111980995,5581.09572796
25670.3743042,598.659903607,1000,0,0.335486271781,5702.03679872
9429.27326771,1092.61921597,0,1000,0.352783909881,8557.34539811
21934.6831642,810.424915534,556,444,0.351898304173,6816.17749672
25767.212723,429.052097252,781,219,0.312295843042,5599.67001751
9131.05115497,862.758718101,0,1000,0.32613501333,6855.83378741
29992.845185,916.178205147,854,146,0.371648438639,7852.85492437
25418.9231714,310.730085853,310,690,0.289686599933,5775.97870343
24559.7082167,390.232601409,669,331,0.302119843831,5515.41687248
12512.234628,1128.40908416,0,1000,0.361714578336,9071.37704398
24813.0348207,556.1523657,999,1,0.327840732789,5569.67807452
23270.4506803,746.023720612,810,190,0.349317405648,6281.21840682
26313.9444825,307.177808311,273,727,0.292456716551,5879.00771159
27673.5703038,1095.23859915,399,601,0.38105743546,9176.1997964
19825.3624966,285.321330446,418,582,0.265561068019,5040.1281605
13836.5185408,938.768812146,0,1000,0.348043556843,7625.67652833
5949.53918521,741.85299006,0,1000,0.291578664649,5740.36546953
18733.0620014,1144.20405272,7,993,0.374502363234,9272.33457103
22018.8974111,180.837465677,68,932,0.248121837277,5715.53198764
5861.53146041,753.494901672,0,1000,0.29272264888,5833.12078582
28727.8035967,1457.45081797,63,937,0.400581920931,11908.2181318
7341.81049734,818.063380673,0,1000,0.31277505809,6395.43900352
17298.2774271,1156.46970758,0,1000,0.372935782685,9349.22538538
17285.4544046,523.426473053,848,152,0.303377688301,4727.35956154
19067.7925036,831.421804801,263,737,0.349065476784,6910.22410625
20143.8826368,717.713202505,631,369,0.339341350957,6028.56420337
14056.7021776,1386.22859999,0,1000,0.383386407289,10928.7589045
27361.3138594,1116.00304488,343,657,0.38219681462,9318.46765218
16086.3959149,738.370990607,200,800,0.331397648209,6073.98381332
19785.1689647,942.963776355,131,869,0.36064933863,7741.74023038
16912.0845743,1229.22507143,0,1000,0.376818824299,9942.05003511
6486.789104,1494.5721382,0,1000,0.375547412427,11611.3436874
21004.9577269,104.434987622,0,1000,0.218876032347,5969.00153382
11009.5597518,517.808868267,245,755,0.278575903821,4152.25491431
11401.1890609,536.65871259,252,748,0.286356357146,4270.24153892
29288.3260275,143.10606565,2,998,0.264166073516,7011.39937309
23350.7441946,409.043683502,840,160,0.303427454934,5308.39369623
28231.4349471,1167.63495315,315,685,0.385158635454,9806.83617872
26801.208348,142.769239462,5,995,0.257035306883,6618.14416973
20813.6028746,838.116654933,411,589,0.354399145544,6903.59950257
25494.9450409,1002.25839084,412,588,0.372981609658,8380.03173311
23326.2797205,566.770250985,999,1,0.327865612106,5397.68397583
24834.8505304,840.009353146,692,308,0.359313465473,7113.67096007
10016.2754138,1486.76443612,0,1000,0.383161374808,11617.5351667
7245.30384776,1492.50809791,0,1000,0.377388325964,11551.2502099
6104.04827873,103.244576466,0,1000,0.0466213327826,2849.21499672
20822.6581572,578.495359149,961,39,0.323202434897,5200.74502718
5141.64529358,196.641360558,6,994,0.0955349805305,2342.9999127
25548.1659375,1411.92743435,27,973,0.395733576965,11521.549766
27110.6067344,1232.85643443,154,846,0.387718823505,10321.3017642
7610.10340539,1080.04797641,0,1000,0.345626977532,8427.0506491
23078.7371558,658.740265417,961,39,0.337522611751,5730.53112165
22185.1590474,492.46824512,998,2,0.313502735831,5180.18415033
12653.4335156,134.297836798,101,899,0.173310352294,4245.50423543
20802.2456634,868.782472026,322,678,0.35523012695,7247.48318162
22443.9070743,907.856924537,364,636,0.361016591338,7615.84880795
7523.53001243,108.524241508,12,988,0.0875168050261,3187.93025817
22043.7160955,1316.52195187,6,994,0.388580961358,10663.6352939
26051.8607957,258.104299779,160,840,0.281695016785,5994.00382095
16956.4971287,439.123706639,924,76,0.289621486506,4463.36323843
22752.7514814,303.27511762,364,636,0.278545449851,5464.44194011
10277.8119122,1033.59619397,0,1000,0.350021709321,8140.00284158
15032.6504691,1308.76107107,0,1000,0.380418148708,10405.8389805
8808.23980044,509.52112524,61,939,0.264330741145,3996.00003216
5550.67309822,472.635215374,2,998,0.224034912714,3593.73063642
26055.7686542,916.56048653,600,400,0.366886513622,7779.50345017
10481.8490383,868.572627827,0,1000,0.331549679585,6916.93501226
10365.7018731,147.136847435,165,835,0.156366034124,3698.06629517
23990.2858381,682.569998526,953,47,0.341294581301,5953.56175082
22994.7863734,362.979994102,621,379,0.293957317391,5312.61454011
16348.6711486,1313.70686127,0,1000,0.380856305044,10599.0563183
18866.4338134,1250.00478295,1,999,0.381002329375,10111.3458332
18156.9615663,991.92717101,25,975,0.362583322273,8072.93941678
10866.335971,748.441801625,0,1000,0.318134193422,5942.17089487
12249.2529568,524.471681647,381,619,0.286656825211,4253.44471653
7998.84231947,888.604507543,0,1000,0.325575065859,6952.10061503
23016.3786268,1383.50836742,3,997,0.392980232059,11188.2005527
8965.60373772,662.023881772,1,999,0.295381698601,5230.45475105
25594.4522699,1334.78903663,44,956,0.393321832668,10823.8166957
11788.6760927,1110.41018322,0,1000,0.359976254704,8838.70750306
7568.70645283,663.425294554,0,1000,0.289630732997,5127.53051685
24575.4160901,364.655334503,597,403,0.300903663125,5459.3550705
19837.1440666,1101.05420907,22,978,0.37223753258,9043.44504569
19581.6629232,1354.01742109,0,1000,0.387077147232,11009.7864341
13509.2686408,753.755202465,28,972,0.326573921107,6130.95165463
7067.88666396,1416.62790397,0,1000,0.372546890769,10978.9967293
25667.8665715,1403.24232873,21,979,0.395375088116,11486.850539
19124.6088331,281.901894907,451,549,0.26286670665,4919.52547428
19295.2289625,1313.16717178,1,999,0.384832788132,10650.7037564
28574.5954496,1370.07974668,127,873,0.396889451944,11254.1324154
14432.8414993,691.338327575,169,831,0.321335824153,5637.4896822
21878.5016225,1410.84961312,2,998,0.393184050042,11341.5073962
6057.29377064,262.431751966,161,839,0.150075337794,2563.28099581
28254.2741775,890.480676641,792,208,0.366622407794,7655.39850001
21896.1937929,1281.94818406,9,991,0.385684641307,10505.1388906
11355.7845783,294.762191271,595,405,0.223466975114,3608.52620984
9570.18076364,1325.71571371,0,1000,0.371555449012,10352.478522
8240.01616543,489.815171424,49,951,0.255824387907,3808.52361603
28599.5577224,1046.55151794,543,457,0.379172001876,8838.08963777
16885.1651618,476.555245839,904,96,0.296567353292,4502.1824649
29986.6562234,988.075634999,696,304,0.375091058054,8493.79995782
17464.2699338,246.731292472,415,585,0.248161295312,4702.99986772
26645.5042333,639.168164912,1000,0,0.341918400093,5913.35136814
7774.4381657,766.354819435,0,1000,0.30606345367,6025.34005279
24269.5154015,988.193809728,368,632,0.371030827277,8202.69456888
26473.9170278,104.033754514,0,1000,0.24564081979,6793.09822697
18801.7339889,360.432199825,880,120,0.280416578963,4725.15940202
22991.3453865,682.116493338,927,73,0.340214465947,5862.94700736
26744.079362,619.62625652,1000,0,0.339593697602,5876.3693852
21192.8293637,1122.69490316,44,956,0.376174887386,9163.24744474
23850.575892,1214.73682777,54,946,0.384537522584,9988.53811992
14868.358869,150.31414592,131,869,0.20284136801,4548.45015944
8143.10660849,1403.13021177,0,1000,0.374153059454,10907.4082633
29364.7951942,1131.93516821,438,562,0.384334833025,9561.98816536
22054.8470423,173.078080337,37,963,0.245639945201,5767.28443852
19479.3812197,755.415802821,476,524,0.340987484474,6348.05783305
6075.17378805,219.47787489,63,937,0.124764864428,2595.58286618
25582.7358182,1033.6133282,355,645,0.373769734454,8700.62054761
18595.1432662,1194.82147041,5,995,0.37669806963,9733.99285431
22201.1111504,239.813545527,200,800,0.266899187458,5452.94269865
27776.7175377,438.644436938,758,242,0.319521747712,5786.35217001
